date,open,high,low,close,adj_close,volume
2021-01-04,130.10134836082602,130.18904042592823,123.51442981152032,126.0965805053711,126.0965805053711,143301900
2021-01-05,125.58987944540236,128.3669135415631,125.14165081624391,127.65559387207031,127.65559387207031,97664900
2021-01-06,124.4498466014008,127.69458676031306,123.1441522185317,123.3585205078125,123.3585205078125,155088000
2021-01-07,125.0734730800105,128.25975221212653,124.58627507251094,127.56792449951172,127.56792449951172,109578200
2021-01-08,129.03926675065185,129.2341578626651,126.89559833144519,128.66900634765625,128.66900634765625,105158200
2021-01-11,125.88222675621482,126.83713071211609,125.20989110987996,125.67759704589844,125.67759704589844,100384500
2021-01-12,125.2098831281038,126.36941672040446,123.6118743194809,125.50220489501953,125.50220489501953,91951100
2021-01-13,125.46321296847564,128.08434036510624,125.20013677581811,127.53868103027344,127.53868103027344,88636800
2021-01-14,127.45098259708287,127.64585879719884,125.46320669883724,125.609375,125.609375,90221800
2021-01-15,125.48272113383378,126.88585381359638,123.7482973680449,123.88471221923828,123.88471221923828,111598500
2021-01-19,124.5083222083043,125.41451823804258,123.6898331200979,124.55704498291016,124.55704498291016,90757300
2021-01-20,125.36579577837638,129.09773432738962,125.25861162121556,128.64950561523438,128.64950561523438,104319500
2021-01-21,130.3741971240205,136.0938972964428,130.1695674073792,133.36558532714844,133.36558532714844,120150900
2021-01-22,132.79062904338292,136.2692284161363,131.5628959596388,135.5092010498047,135.5092010498047,114459400
2021-01-25,139.40683420534555,141.37510329816405,133.04401504155618,139.2606658935547,139.2606658935547,157611700
2021-01-26,139.92327397986588,140.60534821810342,137.75036015705467,139.49453735351562,139.49453735351562,98390600
2021-01-27,139.75758597887605,140.60532045654497,136.81492129375977,138.42266845703125,138.42266845703125,140843800
2021-01-28,135.9477307492471,138.35448999967483,133.19992695994156,133.57994079589844,133.57994079589844,142621100
2021-01-29,132.35223788929187,133.23894200137332,126.8761359923647,128.58132934570312,128.58132934570312,177523800
2021-02-01,130.32547623427098,131.9137466089755,127.57767214071629,130.7054901123047,130.7054901123047,106239800
2021-02-02,132.25476545115475,132.81991691760996,131.16344668453948,131.53372192382812,131.53372192382812,83305400
2021-02-03,132.2840133435427,132.29376682043633,130.1890676099028,130.5106201171875,130.5106201171875,89880900
2021-02-04,132.81016544490666,133.88199202454763,131.1439418976162,133.87225341796875,133.87225341796875,84183100
2021-02-05,134.03331420030543,134.10161611570683,132.57928896877448,133.45755004882812,133.45755004882812,75693800
2021-02-08,132.74515775495385,133.65270793576502,131.6619613464302,133.60391235351562,133.60391235351562,71297200
2021-02-09,133.32091738610043,134.55050063798447,132.56952194364052,132.72564697265625,132.72564697265625,76774200
2021-02-10,133.18426522390598,133.68195923048688,131.15449145334966,132.12059020996094,132.12059020996094,73046600
2021-02-11,132.61827762495054,133.09645045385943,130.53972304081887,131.86688232421875,131.86688232421875,64280000
2021-02-12,131.10571594692075,132.25721410503192,130.46165008374714,132.10107421875,132.10107421875,60145100
2021-02-16,132.2182178860353,132.72565030112574,129.58340507467835,129.9737548828125,129.9737548828125,80576300
2021-02-17,128.08059153174503,129.02716928514823,126.34357593876881,127.68048858642578,127.68048858642578,97918500
2021-02-18,126.08005718186494,126.86074164698687,124.3332889063116,126.57775115966797,126.57775115966797,96856700
2021-02-19,127.09498501546292,127.55363670145083,125.6897555852295,126.7339096069336,126.7339096069336,87668800
2021-02-22,124.91879333682093,126.58750659719642,122.56699418619142,122.95733642578125,122.95733642578125,103916400
2021-02-23,120.77145192783192,123.65021250049017,115.53112373320839,122.82073974609375,122.82073974609375,158273000
2021-02-24,121.92296359305101,122.52798712933733,119.27840529901451,122.32305908203125,122.32305908203125,111039900
2021-02-25,121.66924076662798,123.40625632255099,117.62921364696236,118.06834411621094,118.06834411621094,148199500
2021-02-26,119.62969515081251,121.83512279314837,118.27326144324365,118.33181762695312,118.33181762695312,164560400
2021-03-01,120.76169636502549,124.84075840671721,119.82487925027971,124.70413970947266,124.70413970947266,116307900
2021-03-02,125.30915619930848,125.61166793035277,121.99125798161717,122.09860229492188,122.09860229492188,102260900
2021-03-03,121.79608848285189,122.67435679168018,118.89780678629857,119.11249542236328,119.11249542236328,112966300
2021-03-04,118.81000154074016,120.61532656382595,115.75558693292824,117.22911834716797,117.22911834716797,178155000
2021-03-05,118.05858335014369,118.99540041730722,114.73092431231343,118.48795318603516,118.48795318603516,153766600
2021-03-08,118.00978376489019,118.07809310772461,113.40376109045417,113.55014038085938,113.55014038085938,154376600
2021-03-09,116.15566368258474,119.1124940848032,115.92146128458052,118.1659164428711,118.1659164428711,129525800
2021-03-10,118.75143927948164,119.21984409787017,116.5655253098007,117.08273315429688,117.08273315429688,111943300
2021-03-11,119.58091144377221,120.23473053231106,118.33182200741135,119.0149154663086,119.0149154663086,103026500
2021-03-12,117.49259955792482,118.24400243249457,116.28254498471752,118.10738372802734,118.10738372802734,88105100
2021-03-15,118.47820271779908,121.00565599103153,117.51210381348422,120.99589538574219,120.99589538574219,92403800
2021-03-16,122.6646007020175,124.1478999993401,121.7082698545493,122.5377426147461,122.5377426147461,115227900
2021-03-17,121.05444515870833,122.82073491932013,119.38573166517871,121.74729919433594,121.74729919433594,111932600
2021-03-18,119.91268106136539,120.20543961497017,117.41450253253255,117.61943054199219,117.61943054199219,121229700
2021-03-19,117.00467565843506,118.49772827437513,116.78998699166908,117.09249877929688,117.09249877929688,185549500
2021-03-22,117.42428020959487,120.87879739667785,117.3559708631763,120.41038513183594,120.41038513183594,111912300
2021-03-23,120.35182605450146,121.23984748167706,119.19055981995824,119.58090209960938,119.58090209960938,95467100
2021-03-24,119.8541271151827,119.9321970521026,117.17053445612295,117.19004821777344,117.19004821777344,88530500
2021-03-25,116.6533460379,118.7221549060971,116.1263850777415,117.67798614501953,117.67798614501953,98844700
2021-03-26,117.44378670396847,118.5465042288051,116.04831804624526,118.28302001953125,118.28302001953125,94071200
2021-03-29,118.71239516993987,119.61993781154605,117.81461313280423,118.45867156982422,118.45867156982422,80819200
2021-03-30,117.20957431035725,117.49257225961915,115.98975941448322,117.00464630126953,117.00464630126953,85671900
2021-03-31,118.7123990051535,120.53723750663126,118.22447299809998,119.20032501220703,119.20032501220703,118323800
2021-04-01,120.67385866207343,121.18129841261401,119.53210619432762,120.02979278564453,120.02979278564453,75089100
2021-04-05,120.87879330428332,123.11349534026344,120.09810870436394,122.85977172851562,122.85977172851562,88651200
2021-04-06,123.44526754172878,124.06005156938677,122.61579490103361,123.16226959228516,123.16226959228516,80171300
2021-04-07,122.79144922016141,124.83097616492763,122.11810901104752,124.81146240234375,124.81146240234375,83466700
2021-04-08,125.83614195140206,127.24137154361286,125.41653264028753,127.21209716796875,127.21209716796875,88844600
2021-04-09,126.66559142580684,129.82734234724018,126.34355848189794,129.78831481933594,129.78831481933594,106686700
2021-04-12,129.319889944631,129.64192283851602,127.4755305635202,128.07080078125,128.07080078125,91420000
2021-04-13,129.24182587765023,131.4082182509909,128.74413188709045,131.1837615966797,131.1837615966797,91266500
2021-04-14,131.68148427288168,131.74003301621525,128.48069058786155,128.8417510986328,128.8417510986328,87222800
2021-04-15,130.58853344102718,131.74003175643296,130.41287232238494,131.25210571289062,131.25210571289062,89347100
2021-04-16,131.05692202436683,131.41798248691907,130.06154884966244,130.92030334472656,130.92030334472656,84922400
2021-04-19,130.28597753343655,132.1986537464163,130.12008450271816,131.5838623046875,131.5838623046875,94264200
2021-04-20,131.75951033980712,132.25718938269247,128.62701960196688,129.8956298828125,129.8956298828125,94812300
2021-04-21,129.16377440618163,130.52020812302493,128.12937364388216,130.2762451171875,130.2762451171875,68847100
2021-04-22,129.8273652126756,130.9105617092093,128.2367363124183,128.75393676757812,128.75393676757812,84566500
2021-04-23,128.9686026596944,131.85711621347775,128.9686026596944,131.07644653320312,131.07644653320312,78657500
2021-04-26,131.57412593099494,131.79856771997257,130.33478973127393,131.46678161621094,131.46678161621094,66905100
2021-04-27,131.7497836551319,132.1401334204204,130.87152274129448,131.14476013183594,131.14476013183594,66015800
2021-04-28,131.06667685708592,131.7595383135996,129.86638309275443,130.35430908203125,130.35430908203125,107760100
2021-04-29,133.17450095202088,133.76001800843707,129.2515724107939,130.25669860839844,130.25669860839844,151101000
2021-04-30,128.59777209122348,130.33478741572688,127.90492552746106,128.28550720214844,128.28550720214844,109839500
2021-05-03,128.85149050777056,130.83248375117557,128.64656992797262,129.33941650390625,129.33941650390625,75135100
2021-05-04,128.0220218638134,128.3147804318186,123.64044117384255,124.7626724243164,124.7626724243164,137564700
2021-05-05,126.08008884148607,127.29990397131918,124.87979492302028,125.00666046142578,125.00666046142578,84000900
2021-05-06,124.80171581873422,126.61680119447594,124.06006618952057,126.60704803466797,126.60704803466797,78128300
2021-05-07,127.90714550535066,128.30791313173893,126.56794712300402,127.28153991699219,127.28153991699219,78973300
2021-05-10,126.49950732025513,126.62657341198205,123.95797666716017,123.99707794189453,123.99707794189453,88071200
2021-05-11,120.72241523440557,123.43011308818835,120.00883006535094,123.07821655273438,123.07821655273438,126142800
2021-05-12,120.62467824901435,121.83678798561996,119.50054079091288,120.00884246826172,120.00884246826172,112172300
2021-05-13,121.77814989768362,123.31283969833798,121.4653471184995,122.15937805175781,122.15937805175781,105861300
2021-05-14,123.41058674145887,125.0137018854759,123.01958141071674,124.5835952758789,124.5835952758789,81918000
2021-05-17,123.96776325099312,124.07528990021518,122.35487097046837,123.43013000488281,123.43013000488281,74244600
2021-05-18,123.71360895337953,124.1339383673377,121.97364310976869,122.04206848144531,122.04206848144531,63342900
2021-05-19,120.3900925748675,122.11050419640777,120.09683669552412,121.88568115234375,121.88568115234375,92612000
2021-05-20,122.41353249282957,124.84752934847808,122.28645146975369,124.44674682617188,124.44674682617188,76857100
